id,title,authors,abstract,text,n_authors,len_title,len_abstract,len_text
http://arxiv.org/abs/cs/9906031v1,Events in Linear-Time Properties,"D. Paun, M. Chechik","For over a decade, researchers in formal methods tried to create formalisms
that permit natural specification of systems and allow mathematical reasoning
about their correctness. The availability of fully-automated reasoning tools
enables more non-specialists to use formal methods effectively --- their
responsibility reduces to just specifying the model and expressing the desired
properties. Thus, it is essential that these properties be represented in a
language that is easy to use and sufficiently expressive.
  Linear-time temporal logic is a formalism that has been extensively used by
researchers for specifying properties of systems. When such properties are
closed under stuttering, i.e. their interpretation is not modified by
transitions that leave the system in the same state, verification tools can
utilize a partial-order reduction technique to reduce the size of the model and
thus analyze larger systems. If LTL formulas do not contain the ``next''
operator, the formulas are closed under stuttering, but the resulting language
is not expressive enough to capture many important properties, e.g., properties
involving events. Determining if an arbitrary LTL formula is closed under
stuttering is hard --- it has been proven to be PSPACE-complete.
  In this paper we relax the restriction on LTL that guarantees closure under
stuttering, introduce the notion of edges in the context of LTL, and provide
theorems that enable syntactic reasoning about closure under stuttering of LTL
formulas.",event linear time property decade researcher formal method try create formalism permit natural specification system allow mathematical reasoning correctness availability fully automate reasoning tool enable non specialist use formal method effectively -- responsibility reduce specify model express desire property thus essential property represent language easy use sufficiently expressive linear time temporal logic formalism extensively use researcher specify property system property close stuttering i.e interpretation modify transition leave system state verification tool utilize partial order reduction technique reduce size model thus analyze large system ltl formula contain next '' operator formula close stuttering result language expressive enough capture many important property e.g. property involve event determine arbitrary ltl formula close stuttering hard -- prove pspace complete paper relax restriction ltl guarantee closure stuttering introduce notion edge context ltl provide theorem enable syntactic reasoning closure stutter ltl formula,2,4,224,136
http://arxiv.org/abs/cs/9906032v1,Formal Modeling in a Commercial Setting: A Case Study,"A. Wong, M. Chechik","This paper describes a case study conducted in collaboration with Nortel to
demonstrate the feasibility of applying formal modeling techniques to
telecommunication systems. A formal description language, SDL, was chosen by
our qualitative CASE tool evaluation to model a multimedia-messaging system
described by an 80-page natural language specification. Our model was used to
identify errors in the software requirements document and to derive test
suites, shadowing the existing development process and keeping track of a
variety of productivity data.",formal modeling commercial setting case study paper describe case study conduct collaboration nortel demonstrate feasibility apply formal modeling technique telecommunication system formal description language sdl choose qualitative case tool evaluation model multimedia message system describe 80 page natural language specification model use identify error software requirement document derive test suite shadow exist development process keep track variety productivity datum,2,9,79,59
http://arxiv.org/abs/cs/9907019v1,A Reasonable C++ Wrappered Java Native Interface,Craig Bordelon,"A reasonable C++ Java Native Interface (JNI) technique termed C++ Wrappered
JNI (C++WJ) is presented. The technique simplifies current error-prone JNI
development by wrappering JNI calls. Provided development is done with the aid
of a C++ compiler, C++WJ offers type checking and behind the scenes caching. A
tool (jH) patterned on javah automates the creation of C++WJ classes.
  The paper presents the rationale behind the choices that led to C++WJ.
Handling of Java class and interface hierarchy including Java type downcasts is
discussed. Efficiency considerations in the C++WJ lead to two flavors of C++
classes: jtypes and Jtypes. A jtype is a lightweight less than full wrapper of
a JNI object reference. A Jtype is a heavyweight full wrapper of a JNI object
reference.",reasonable c++ wrappere java native interface reasonable c++ java native interface jni technique term c++ wrappere jni c++wj present technique simplifie current error prone jni development wrappere jni call provide development do aid c++ compiler c++wj offer type checking behind scene cache tool jh pattern javah automates creation c++wj class paper present rationale behind choice lead c++wj handle java class interface hierarchy include java type downcast discuss efficiency consideration c++wj lead two flavor c++ class jtype jtype jtype lightweight less full wrapper jni object reference jtype heavyweight full wrapper jni object reference,1,7,124,92
http://arxiv.org/abs/cs/9912018v1,Computation in an algebra of test selection criteria,"Jan Pachl, Shmuel Zaks","One of the key concepts in testing is that of adequate test sets. A test
selection criterion decides which test sets are adequate. In this paper, a
language schema for specifying a large class of test selection criteria is
developed; the schema is based on two operations for building complex criteria
from simple ones. Basic algebraic properties of the two operations are derived.
  In the second part of the paper, a simple language-an instance of the general
schema-is studied in detail, with the goal of generating small adequate test
sets automatically. It is shown that one version of the problem is intractable,
while another is solvable by an efficient algorithm. An implementation of the
algorithm is described.",computation algebra test selection criterion one key concept test adequate test set test selection criterion decide test set adequate paper language schema specify large class test selection criterion develop schema base two operation build complex criterion simple one basic algebraic property two operation derive second part paper simple language an instance general schema be study detail goal generate small adequate test set automatically show one version problem intractable another solvable efficient algorithm implementation algorithm describe,2,8,117,75
http://arxiv.org/abs/cs/0011029v1,Systematic Debugging of Attribute Grammars,"Yohei Ikezoe, Akira Sasaki, Yoshiki Ohshima, Ken Wakita, Masataka Sassa","Although attribute grammars are commonly used for compiler construction,
little investigation has been conducted on debugging attribute grammars. The
paper proposes two types of systematic debugging methods, an algorithmic
debugging and slice-based debugging, both tailored for attribute grammars. By
means of query-based interaction with the developer, our debugging methods
effectively narrow the potential bug space in the attribute grammar description
and eventually identify the incorrect attribution rule. We have incorporated
this technology in our visual debugging tool called Aki.",systematic debug attribute grammar although attribute grammar commonly use compiler construction little investigation conduct debug attribute grammar paper propose two type systematic debug method algorithmic debug slice base debug tailor attribute grammar mean query base interaction developer debug method effectively narrow potential bug space attribute grammar description eventually identify incorrect attribution rule incorporate technology visual debugging tool call aki,5,5,79,59
http://arxiv.org/abs/cs/0012009v1,Finding Failure Causes through Automated Testing,"Holger Cleve, Andreas Zeller","A program fails. Under which circumstances does this failure occur? One
single algorithm, the delta debugging algorithm, suffices to determine these
failure-inducing circumstances. Delta debugging tests a program systematically
and automatically to isolate failure-inducing circumstances such as the program
input, changes to the program code, or executed statements.",find failure cause automate testing program fail circumstance failure occur one single algorithm delta debug algorithm suffice determine failure induce circumstance delta debug test program systematically automatically isolate failure induce circumstance program input change program code execute statement,2,6,48,38
http://arxiv.org/abs/cs/0012014v1,Slicing of Constraint Logic Programs,"Gyongyi Szilagyi, Tibor Gyimothy, Jan Maluszynski","Slicing is a program analysis technique originally developed for imperative
languages. It facilitates understanding of data flow and debugging.
  This paper discusses slicing of Constraint Logic Programs. Constraint Logic
Programming (CLP) is an emerging software technology with a growing number of
applications. Data flow in constraint programs is not explicit, and for this
reason the concepts of slice and the slicing techniques of imperative languages
are not directly applicable.
  This paper formulates declarative notions of slice suitable for CLP. They
provide a basis for defining slicing techniques (both dynamic and static) based
on variable sharing. The techniques are further extended by using groundness
information.
  A prototype dynamic slicer of CLP programs implementing the presented ideas
is briefly described together with the results of some slicing experiments.",slicing constraint logic program slice program analysis technique originally develop imperative language facilitate understand datum flow debug paper discuss slice constraint logic program constraint logic programming clp emerge software technology grow number application datum flow constraint program explicit reason concept slice slicing technique imperative language directly applicable paper formulate declarative notion slice suitable clp provide basis define slicing technique dynamic static base variable sharing technique extend use groundness information prototype dynamic slicer clp program implement present idea briefly describe together result slice experiment,3,5,126,83
http://arxiv.org/abs/cs/0105008v1,Applying Slicing Technique to Software Architectures,Jianjun Zhao,"Software architecture is receiving increasingly attention as a critical
design level for software systems. As software architecture design resources
(in the form of architectural specifications) are going to be accumulated, the
development of techniques and tools to support architectural understanding,
testing, reengineering, maintenance, and reuse will become an important issue.
This paper introduces a new form of slicing, named architectural slicing, to
aid architectural understanding and reuse. In contrast to traditional slicing,
architectural slicing is designed to operate on the architectural specification
of a software system, rather than the source code of a program. Architectural
slicing provides knowledge about the high-level structure of a software system,
rather than the low-level implementation details of a program. In order to
compute an architectural slice, we present the architecture information flow
graph which can be used to represent information flows in a software
architecture. Based on the graph, we give a two-phase algorithm to compute an
architectural slice.",apply slicing technique software architecture software architecture receive increasingly attention critical design level software system software architecture design resource form architectural specification go accumulate development technique tool support architectural understanding testing reengineere maintenance reuse become important issue paper introduce new form slicing name architectural slicing aid architectural understanding reuse contrast traditional slicing architectural slicing design operate architectural specification software system rather source code program architectural slicing provide knowledge high level structure software system rather low level implementation detail program order compute architectural slice present architecture information flow graph use represent information flow software architecture base graph give two phase algorithm compute architectural slice,1,6,155,103
http://arxiv.org/abs/cs/0105009v1,Using Dependence Analysis to Support Software Architecture Understanding,Jianjun Zhao,"Software architecture is receiving increasingly attention as a critical
design level for software systems. As software architecture design resources
(in the form of architectural descriptions) are going to be accumulated, the
development of techniques and tools to support architectural understanding,
testing, reengineering, maintaining, and reusing will become an important
issue. In this paper we introduce a new dependence analysis technique, named
architectural dependence analysis to support software architecture development.
In contrast to traditional dependence analysis, architectural dependence
analysis is designed to operate on an architectural description of a software
system, rather than the source code of a conventional program. Architectural
dependence analysis provides knowledge of dependences for the high-level
architecture of a software system, rather than the low-level implementation
details of a conventional program.",use dependence analysis support software architecture understand software architecture receive increasingly attention critical design level software system software architecture design resource form architectural description go accumulate development technique tool support architectural understanding testing reengineere maintain reuse become important issue paper introduce new dependence analysis technique name architectural dependence analysis support software architecture development contrast traditional dependence analysis architectural dependence analysis design operate architectural description software system rather source code conventional program architectural dependence analysis provide knowledge dependence high level architecture software system rather low level implementation detail conventional program,1,8,124,89
http://arxiv.org/abs/cs/0105010v1,On Assessing the Complexity of Software Architectures,Jianjun Zhao,"This paper proposes some new architectural metrics which are appropriate for
evaluating the architectural attributes of a software system. The main feature
of our approach is to assess the complexity of a software architecture by
analyzing various types of architectural dependences in the architecture.",assess complexity software architecture paper propose new architectural metric appropriate evaluate architectural attribute software system main feature approach assess complexity software architecture analyze various type architectural dependence architecture,1,7,44,28
http://arxiv.org/abs/cs/0109019v1,Tracing Execution of Software for Design Coverage,"Raimondas Lencevicius, Edu Metz, Alexander Ran","Test suites are designed to validate the operation of a system against
requirements. One important aspect of a test suite design is to ensure that
system operation logic is tested completely. A test suite should drive a system
through all abstract states to exercise all possible cases of its operation.
This is a difficult task. Code coverage tools support test suite designers by
providing the information about which parts of source code are covered during
system execution. Unfortunately, code coverage tools produce only source code
coverage information. For a test engineer it is often hard to understand what
the noncovered parts of the source code do and how they relate to requirements.
We propose a generic approach that provides design coverage of the executed
software simplifying the development of new test suites. We demonstrate our
approach on common design abstractions such as statecharts, activity diagrams,
message sequence charts and structure diagrams. We implement the design
coverage using Third Eye tracing and trace analysis framework. Using design
coverage, test suites could be created faster by focussing on untested design
elements.",trace execution software design coverage test suite design validate operation system requirement one important aspect test suite design ensure system operation logic test completely test suite drive system abstract state exercise possible case operation difficult task code coverage tool support test suite designer provide information part source code cover system execution unfortunately code coverage tool produce source code coverage information test engineer often hard understand noncovered part source code relate requirement propose generic approach provide design coverage execute software simplify development new test suite demonstrate approach common design abstraction statechart activity diagram message sequence chart structure diagram implement design coverage use third eye trace trace analysis framework use design coverage test suite could create fast focusse untested design element,3,7,179,119
http://arxiv.org/abs/cs/0111013v1,"Quality Control, Testing and Deployment Results in NIF ICCS","John P. Woodruff, Drew D. Casavant, Barry D. Cline, Michael R. Gorvad","The strategy used to develop the NIF Integrated Computer Control System
(ICCS) calls for incremental cycles of construction and formal test to deliver
a total of 1 million lines of code. Each incremental release takes four to six
months to implement specific functionality and culminates when offline tests
conducted in the ICCS Integration and Test Facility verify functional,
performance, and interface requirements. Tests are then repeated on line to
confirm integrated operation in dedicated laser laboratories or ultimately in
the NIF. Test incidents along with other change requests are recorded and
tracked to closure by the software change control board (SCCB). Annual
independent audits advise management on software process improvements.
Extensive experience has been gained by integrating controls in the prototype
laser preamplifier laboratory. The control system installed in the preamplifier
lab contains five of the ten planned supervisory subsystems and seven of
sixteen planned front-end processors (FEPs). Beam alignment, timing, diagnosis
and laser pulse amplification up to 20 joules was tested through an automated
series of shots. Other laboratories have provided integrated testing of six
additional FEPs. Process measurements including earned-value, product size, and
defect densities provide software project controls and generate confidence that
the control system will be successfully deployed.",quality control testing deployment result nif iccs strategy use develop nif integrate computer control system iccs call incremental cycle construction formal test deliver total 1 million line code incremental release take four six month implement specific functionality culminate offline test conduct iccs integration test facility verify functional performance interface requirement test repeat line confirm integrate operation dedicate laser laboratory ultimately nif test incident along change request record track closure software change control board sccb annual independent audits advise management software process improvement extensive experience gain integrate control prototype laser preamplifier laboratory control system instal preamplifier lab contain five ten plan supervisory subsystem seven sixteen plan front end processor fep beam alignment time diagnosis laser pulse amplification 20 joule test automate series shot laboratory provide integrate testing six additional feps process measurement include earn value product size defect density provide software project control generate confidence control system successfully deploy,4,9,202,148
http://arxiv.org/abs/cs/0111014v1,Visual DCT - Visual EPICS Database Configuration Tool,"M. Sekoranja, S. Hunt, A. Luedeke","Visual DCT is an EPICS configuration tool completely written in Java and
therefore supported in various systems. It was developed to provide features
missing in existing configuration tools as Capfast and GDCT. Visually Visual
DCT resembles GDCT - records can be created, moved and linked, fields and links
can be easily modified. But Visual DCT offers more: using groups, records can
be grouped together in a logical block, which allows a hierarchical design.
Additionally indication of data flow direction using arrows makes the design
easier to understand. Visual DCT has a powerful DB parser, which allows
importing existing DB and DBD files. Output file is also DB file, all comments
and record order is preserved and visual data saved as comment, which allows
DBs to be edited in other tools or manually. Great effort has been taken and
many tricks used to optimize the performance in order to compensate for the
fact that Java is an interpreted language.",visual dct visual epic database configuration tool visual dct epic configuration tool completely write java therefore support various system develop provide feature miss exist configuration tool capfast gdct visually visual dct resemble gdct record create move link field link easily modify visual dct offer use group record group together logical block allow hierarchical design additionally indication datum flow direction use arrow make design easier understand visual dct powerful db parser allow import exist db dbd file output file also db file comment record order preserve visual datum save comment allow dbs edit tool manually great effort take many trick use optimize performance order compensate fact java interpret language,3,8,158,108
http://arxiv.org/abs/cs/0111016v1,Application Software Structure Enables Nif Operations Kirby W. Fong,"Kirby W. Fong, Christopher M. Estes, John M. Fisher, Randy T. Shelton","The NIF Integrated Computer Control System (ICCS) application software uses a
set of service frameworks that assures uniform behavior spanning the front-end
processors (FEPs) and supervisor programs. This uniformity is visible both in
the way each program employs shared services and in the flexibility it affords
for attaching graphical user interfaces (GUIs). Uniformity of structure across
applications is desired for the benefit of programmers who will be maintaining
the many programs that constitute the ICCS. In this paper, the framework
components that have the greatest impact on the application structure are
discussed.",application software structure enable nif operation kirby w. fong nif integrate computer control system iccs application software use set service framework assure uniform behavior span front end processor fep supervisor program uniformity visible way program employ share service flexibility afford attach graphical user interface guis uniformity structure across application desire benefit programmer maintain many program constitute iccs paper framework component great impact application structure discuss,4,9,92,65
http://arxiv.org/abs/cs/0111019v2,"Application of digital regulated Power Supplies for Magnet Control at
  the Swiss Light Source",A. Luedeke,"The Swiss Light Source (SLS) has in the order of 500 magnet power supplies
(PS) installed, ranging from from 3 A/20 V four-quadrant PS to a 950 A/1000 V
two-quadrant 3 Hz PS. All magnet PS have a local digital controller for a
digital regulation loop and a 5 MHz optical point-to-point link to the VME
level. The PS controller is running a pulse width/pulse repetition regulation
scheme, optional with multiple slave regulation loops. Many internal regulation
parameters and controller diagnostics are readable by the control system.
Industry Pack modules with standard VME carrier cards are used as VME hardware
interface with the high control density of eight links per VME card. The low
level EPICS interface is identical for all 500 magnet PS, including insertion
devices. The digital PS have proven to be very stable and reliable during
commissioning of the light source. All specifications were met for all PS. The
advanced diagnostic for the magnet PS turned out to be very useful not only for
the diagnostic of the PS but also to identify problems on the magnets.",application digital regulate power supply magnet control swiss light source swiss light source sls order 500 magnet power supply ps instal range 3 a/20 v four quadrant ps 950 a/1000 v two quadrant 3 hz ps magnet ps local digital controller digital regulation loop 5 mhz optical point to point link vme level ps controller run pulse width pulse repetition regulation scheme optional multiple slave regulation loop many internal regulation parameter controller diagnostic readable control system industry pack module standard vme carrier card use vme hardware interface high control density eight link per vme card low level epic interface identical 500 magnet ps include insertion device digital ps prove stable reliable commission light source specification meet ps advanced diagnostic magnet ps turn useful diagnostic ps also identify problem magnet,1,14,180,129
http://arxiv.org/abs/cs/0111021v3,"System Integration of High Level Applications during the Commissioning
  of the Swiss Light Source",A. Luedeke,"The commissioning of the Swiss Light Source (SLS) started in Feb. 2000 with
the Linac, continued in May 2000 with the booster synchrotron and by Dec. 2000
first light in the storage ring were produced. The first four beam lines had to
be operational by August 2001. The thorough integration of all subsystems to
the control system and a high level of automation was prerequisite to meet the
tight time schedule. A careful balanced distribution of functionality into high
level and low level applications allowed an optimization of short development
cycles and high reliability of the applications. High level applications were
implemented as CORBA based client/server applications (tcl/tk and Java based
clients, C++ based servers), IDL applications using EZCA, medm/dm2k screens and
tcl/tk applications using CDEV. Low level applications were mainly built as
EPICS process databases, SNL state machines and customized drivers.
Functionality of the high level application was encapsulated and pushed to
lower levels whenever it has proven to be adequate. That enabled to reduce
machine setups to a handful of physical parameters and allow the usage of
standard EPICS tools for display, archiving and processing of complex physical
values. High reliability and reproducibility were achieved with that approach.",system integration high level application commission swiss light source commission swiss light source sls start feb 2000 linac continue may 2000 booster synchrotron dec 2000 first light storage ring produce first four beam line operational august 2001 thorough integration subsystem control system high level automation prerequisite meet tight time schedule careful balanced distribution functionality high level low level application allow optimization short development cycle high reliability application high level application implement corba base client server application tcl tk java base client c++ base server idl application use ezca medm dm2k screen tcl tk application use cdev low level application mainly build epic process database snl state machine customize driver functionality high level application encapsulate push low level whenever prove adequate enable reduce machine setup handful physical parameter allow usage standard epic tool display archive processing complex physical value high reliability reproducibility achieve approach,1,14,200,143
http://arxiv.org/abs/cs/0111045v1,"The Overview of the National Ignition Facility Distributed Computer
  Control System","L. J. Lagin, R. C. Bettenhausen, R. A. Carey, C. M. Estes, J. M. Fisher, J. E. Krammen, R. K. Reed, P. J. VanArsdall, J. P. Woodruff","The Integrated Computer Control System (ICCS) for the National Ignition
Facility (NIF) is a layered architecture of 300 front-end processors (FEP)
coordinated by supervisor subsystems including automatic beam alignment and
wavefront control, laser and target diagnostics, pulse power, and shot control
timed to 30 ps. FEP computers incorporate either VxWorks on PowerPC or Solaris
on UltraSPARC processors that interface to over 45,000 control points attached
to VME-bus or PCI-bus crates respectively. Typical devices are stepping motors,
transient digitizers, calorimeters, and photodiodes. The front-end layer is
divided into another segment comprised of an additional 14,000 control points
for industrial controls including vacuum, argon, synthetic air, and safety
interlocks implemented with Allen-Bradley programmable logic controllers
(PLCs). The computer network is augmented asynchronous transfer mode (ATM) that
delivers video streams from 500 sensor cameras monitoring the 192 laser beams
to operator workstations. Software is based on an object-oriented framework
using CORBA distribution that incorporates services for archiving, machine
configuration, graphical user interface, monitoring, event logging, scripting,
alert management, and access control. Software coding using a mixed language
environment of Ada95 and Java is one-third complete at over 300 thousand source
lines. Control system installation is currently under way for the first 8
beams, with project completion scheduled for 2008.","overview national ignition facility distribute computer control system integrate computer control system iccs national ignition facility nif layered architecture 300 front end processor fep coordinate supervisor subsystem include automatic beam alignment wavefront control laser target diagnostic pulse power shot control time 30 ps fep computer incorporate either vxwork powerpc solaris ultrasparc processor interface 45,000 control point attach vme bus pci bus crate respectively typical device step motor transient digitizer calorimeter photodiode front end layer divide another segment comprise additional 14,000 control point industrial control include vacuum argon synthetic air safety interlock implement allen bradley programmable logic controller plcs computer network augment asynchronous transfer mode atm deliver video stream 500 sensor camera monitor 192 laser beam operator workstation software base object orient framework use corba distribution incorporate service archive machine configuration graphical user interface monitoring event log scripting alert management access control software coding use mixed language environment ada95 java one third complete 300 thousand source line control system installation currently way first 8 beam project completion schedule 2008",9,11,206,168
http://arxiv.org/abs/cs/0201023v1,"Model-Based Software Engineering and Ada: Synergy for the Development of
  Safety-Critical Systems","Andree Blotz, Franz Huber, Heiko Loetzbeyer, Alexander Pretschner, Oscar Slotosch, Hans-Peter Zaengerl","In this paper we outline a software development process for safety-critical
systems that aims at combining some of the specific strengths of model-based
development with those of programming language based development using
safety-critical subsets of Ada. Model-based software development and
model-based test case generation techniques are combined with code generation
techniques and tools providing a transition from model to code both for a
system itself and for its test cases. This allows developers to combine
domain-oriented, model-based techniques with source code based validation
techniques, as required for conformity with standards for the development of
safety-critical software, such as the avionics standard RTCA/DO-178B. We
introduce the AutoFocus and Validator modeling and validation toolset and
sketch its usage for modeling, test case generation, and code generation in a
combined approach, which is further illustrated by a simplified leading edge
aerospace model with built-in fault tolerance.",model base software engineer ada synergy development safety critical system paper outline software development process safety critical system aim combine specific strength model base development programming language base development use safety critical subset ada model base software development model base test case generation technique combine code generation technique tool provide transition model code system test case allow developer combine domain orient model base technique source code base validation technique require conformity standard development safety critical software avionic standard rtca do-178b introduce autofocus validator model validation toolset sketch usage modeling test case generation code generation combine approach illustrate simplified leading edge aerospace model build in fault tolerance,6,12,143,106
http://arxiv.org/abs/cs/0201028v1,Software Validation using Power Profiles,"Raimondas Lencevicius, Edu Metz, Alexander Ran","The validation of modern software systems incorporates both functional and
quality requirements. This paper proposes a validation approach for software
quality requirement - its power consumption. This approach validates whether
the software produces the desired results with a minimum expenditure of energy.
We present energy requirements and an approach for their validation using a
power consumption model, test-case specification, software traces, and power
measurements. Three different approaches for power data gathering are
described. The power consumption of mobile phone applications is obtained and
matched against the power consumption model.",software validation use power profile validation modern software system incorporate functional quality requirement paper propose validation approach software quality requirement power consumption approach validate whether software produce desire result minimum expenditure energy present energy requirement approach validation use power consumption model test case specification software trace power measurement three different approach power datum gathering describe power consumption mobile phone application obtain match power consumption model,3,5,89,65
http://arxiv.org/abs/cs/0204014v1,An Assessment of the Consistency for Software Measurement Methods,"R. Asensio Monge, F. Sanchis Marco, F. Torre Cervigon","Consistency, defined as the requirement that a series of measurements of the
same project carried out by different raters using the same method should
produce similar results, is one of the most important aspects to be taken into
account in the measurement methods of the software. In spite of this, there is
a widespread view that many measurement methods introduce an undesirable amount
of subjectivity in the measurement process. This perception has made several
organizations develop revisions of the standard methods whose main aim is to
improve their consistency by introducing some suitable modifications of those
aspects which are believed to introduce a greater degree of subjectivity.Each
revision of a method must be empirically evaluated to determine to what extent
is the aim of improving its consistency achieved. In this article we will
define an homogeneous statistic intended to describe the consistency level of a
method, and we will develop the statistical analysis which should be carried
out in order to conclude whether or not a measurement method is more consistent
than other one.",assessment consistency software measurement method consistency define requirement series measurement project carry different rater use method produce similar result one important aspect take account measurement method software spite widespread view many measurement method introduce undesirable amount subjectivity measurement process perception make several organization develop revision standard method whose main aim improve consistency introduce suitable modification aspect believe introduce great degree subjectivity.each revision method must empirically evaluate determine extent aim improve consistency achieve article define homogeneous statistic intend describe consistency level method develop statistical analysis carry order conclude whether measurement method consistent one,3,9,174,92
